Año,NUMERO DE EXPEDIENTE,No. de oficio,Fecha de oficio,Area,Infractor,Tipo de infractor,Clave del infractor,Cve. conducta infractora,Conducta infractora,Disposiciones infringidas,Preceptos sancionadores,Fecha de comisión de la irregularidad,Tipo de sanción,Monto
2018,,06-C00-23100/54669,22/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"UMBRELLA COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,124,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,23/08/2017,Multa,20986
2018,,06-C00-23100/55578,31/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Liberty Fianzas, S.A. de C.V.",F,14,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,11/05/2018,Multa,42718
2019,,06-C00-23100-00108/2019,09/01/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Afirme, S.A. de C.V., Afirme Grupo Financiero",S,94,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/08/2017,Multa,15098
2019,,06-C00-23100-00256/2019,11/01/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"REASEGURADORA PATRIA, S.A.",S,61,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/02/2018,Multa,16120
2019,,06-C00-23100-01010/2019,14/01/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Grupo Mexicano de Seguros, S.A. de C.V.",S,92,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,18/05/2018,Multa,46425.6
2019,,06-C00-23100-01998/2019,29/01/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI Seguros, S.A. de C.V.",S,27,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,18/05/2018,Multa,48198.8
2019,,06-C00-23100-02007/2019,01/02/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Afianzadora Insurgentes, S.A. de C.V. GF. Aserta (en transformación a Aseguradora Insurgentes S.A. de C.V. GF. Aserta)",F,13,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,13/11/2015,Multa,36662
2019,,06-C00-23100-02006/2019,01/02/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Afianzadora Aserta, S.A. de C.V. GF. Aserta (en transformación a Aseguradora Aserta S.A. de C.V. GF. Aserta)",F,12,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,13/11/2015,Multa,36452
2019,,06-C00-23100-16970/2019,16/04/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Insignia Life, S.A. de C.V.",S,111,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,30/10/2018,Multa,35867
2019,,06-C00-23100-19475/2019,06/05/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Azteca Daños, S.A. de C.V.",S,103,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,35782.26
2019,,06-C00-23100-22828/2019,21/05/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"AXA Seguros, S.A. de C.V.",S,48,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,03/08/2018,Multa,63755
2019,,06-C00-23100-26711/2019,29/05/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Insignia Life, S.A. de C.V.",S,111,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,01/03/2019,Multa,41991.53
2019,,06-C00-23100-27924/2019,31/05/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Argos, S.A. de C.V.",S,60,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,14/02/2019,Multa,35963.77
2019,,06-C00-23100-05429/2019,23/01/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Argos, S.A. de C.V.",S,60,F07-CIH0109,No entrega en el plazo establecido de otra información ,,,,Multa,86082.8
2019,,06-C00-23100-05430/2019,23/01/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Argos, S.A. de C.V.",S,60,F07-CIH0109,No entrega en el plazo establecido de otra información ,,,,Multa,0
2019,,06-C00-23100-10498/2019,13/03/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Azteca Daños, S.A. de C.V.",S,103,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,,,,Multa,35782.26
2017,,06-367-III-3.1/06277,25/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros El Potosí, S.A.",S,8,F08-CIP0090,Incorrecta presentación de informacion financiera ,,,,Multa,0
,,06-C00-23100-38469/2019,12/07/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Sura, S.A. de C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/02/2018,Multa,46748
,,06-C00-23100-38469/2019,12/07/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Sura, S.A. de C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/02/2018,Multa,46748
,,06-C00-23100-43498/2019,30/07/2019,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HIR Compañía de Seguros, S.A. de C.V.",S,91,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,03/08/2018,Multa,29419
2014,,06-367-III-2.3/00693,29/01/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC VIDA, S.A. DE C.V.",S,85,F49-CIS0112,No desempeñar el Comite de Comunicación y Control y/o el oficial de cumplimiento con alguna de las funciones y obligaciones establecidas en las disposiciones.,140,140 Décimo Párrafo,31/12/2009,Multa,12463.83
2012,,06-367-III-2.3/01110,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"ZURICH, COMPAÑÍA DE SEGUROS, S.A.",S,25,F49 Bis-CIS0116,No contar con los sistemas automatizados para desarrollar las funciones establecidas en las disposiciones generales para determinar si una operación es inusualo preocupante.   ,140,140 Décimo Párrafo,31/12/2009,Multa,359268.8
2012,,06-367-III-2.3/01112,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC PENSIONES, S.A.",P,903,F49-CIP0079,No observar  una politica de identificación y conocimiento del cliente ,140,140  Décimo Párrafo,31/12/2009,Multa,87954
2012,,06-367-III-2.3/01112,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC PENSIONES, S.A.",P,903,F49-CIP0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2009,Multa,109928.8
2012,,06-367-III-2.3/01112,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC PENSIONES, S.A.",P,903,F49 Bis-CIP0127,No contar con los sistemas automatizados para desarrollar las funciones establecidas en las disposiciones generales para determinar si una operación es inusualo preocupante.   ,140,140 Décimo Párrafo,31/12/2009,Multa,351816
2012,,06-367-III-2.3/01129,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"SEGUROS MONTERREY NEW YORK LIFE, S.A. DE C.V.",S,38,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,14138.4
2012,,06-367-III-2.3/01131,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F48-CIS0130,Por integrar indebidamente el expediente de  identificación del cliente,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,46689.6
2012,,06-367-III-2.3/01131,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F48-CIS0129,,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,27400
2012,,06-367-III-2.3/01133,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F49-CIS0079,No observar  una politica de identificación y conocimiento del cliente ,140,140  Décimo Párrafo,31/12/2008,Multa,96607.83
2012,,06-367-III-2.3/01133,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2008,Multa,59005.98
2012,,06-367-III-2.3/01133,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2008,Multa,120799.23
2012,,06-367-III-2.3/01133,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F49-CIS0112,No desempeñar el Comite de Comunicación y Control y/o el oficial de cumplimiento con alguna de las funciones y obligaciones establecidas en las disposiciones.,140,140 Décimo Párrafo,31/12/2008,Multa,74099.31
2012,,06-367-III-2.3/01133,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F49 Bis-CIS0116,No contar con los sistemas automatizados para desarrollar las funciones establecidas en las disposiciones generales para determinar si una operación es inusualo preocupante.   ,140,140 Décimo Párrafo,31/12/2008,Multa,386483.91
2012,,06-367-III-2.3/01286,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F48-CIF0039,Integración errónea y falta de actualización de expedientes de identificación de clientes ,112,112 Octavo Párrafo,31/12/2009,Multa,386449.6
2012,,06-367-III-2.3/01286,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F49-CIF0095,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,112,112 Octavo Párrafo,31/12/2009,Multa,104503.6
2012,,06-367-III-2.3/01286,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F49-CIF0096,No desempeñar el Comite de de Comunicación y Control y/o el oficial de cumplimiento con alguna de las funciones y obligaciones establecidas en las disposiciones,112,112 Octavo Párrafo,31/12/2009,Multa,67294.4
2012,,06-367-III-2.3/01286,07/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F35-CIS0116,"Otorgar donativos de cualquier especie o servicios, en términos o condiciones diferentes a los establecidos en la nota técnica registrada o en los contratos de seguro de pensiones registrados o bien, realizar pagos a personas distintas a las que tengan de",140,140 Décimo Párrafo,31/12/2009,Multa,334334.8
2009,,06-367-III-2.3/01319,30/01/2009,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,F49-CIF0070,No informar o no comprobar la actualización relativa a la integración del Comite de Comucicación y Control,112,112 Octavo Párrafo,28/01/2008,Multa,211622.16
2014,,06-367-III-2.3/01351,10/10/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"METLIFE MÁS, S.A. DE C.V.",S,58,F49-CIF0093,"No remitir a la CNSF y/o SHCP un documento que contenga los criterios, medidas y procedimientos sobre las políticas de indentificación y conocimiento del cliente. ",112,112 Octavo Párrafo ,31/01/2011,Multa,0
2014,,06-367-III-2.3/01395,20/02/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"TOKIO MARINE, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,80,F48-CIS0140,"Por no integrar un expediente de  identificación del cliente, previamente a la celebración de contratos de cualquier tipo",140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2010,Multa,0
2014,,06-367-III-2.3/01395,20/02/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"TOKIO MARINE, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,80,F48 F48-CIS0130 CIS0130,,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2010,Multa,0
2014,,06-367-III-2.3/01395,20/02/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"TOKIO MARINE, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,80,F49-CIS0112,No desempeñar el Comite de Comunicación y Control y/o el oficial de cumplimiento con alguna de las funciones y obligaciones establecidas en las disposiciones.,140,140 Décimo Párrafo,31/12/2010,Multa,0
2010,,06-367-III-2.3/01519,15/06/2010,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F49-CIS0093,No informar a la SHCP por conducto de la CNSF la integración del Comite de Comucicación y Control dentro del plazo establecido o por no informar de su actualización dentro de los 15 días hábiles de enero de cada año.,140,140 Décimo Párrafo,28/01/2009,Multa,37647.6
2014,"/""17""",06-367-III-2.3/01619,28/02/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,F49-CIS0082,"No remitir a la CNSF y/o SHCP un documento que contenga los criterios, medidas y procedimientos sobre las políticas de indentificación y conocimiento del cliente, así como las modificaciones que se realicen.",140,140 Décimo Párrafo ,13/02/2013,Multa,0
2014,,06-367-III-2.3/01810,07/03/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2011,Multa,0
2014,,06-367-III-2.3/01818,07/03/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"ARMOUR SECURE INSURANCE, S.A. DE C.V.",S,110,F49-CIS0082,"No remitir a la CNSF y/o SHCP un documento que contenga los criterios, medidas y procedimientos sobre las políticas de indentificación y conocimiento del cliente, así como las modificaciones que se realicen.",140,140 Décimo Párrafo ,13/02/2013,Multa,0
2014,,06-367-III-2.3/01824,07/03/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2011,Multa,0
2014,,06-367-III-2.3/01825,07/03/2014,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F49-CIF0095,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,112,112 Octavo Párrafo,31/12/2011,Multa,0
2012,,06-367-III-2.3/01865,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,823296.45
2012,,06-367-III-2.3/01865,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F49-CIS0079,No observar  una politica de identificación y conocimiento del cliente ,140,140  Décimo Párrafo,31/12/2009,Multa,95450.85
2012,,06-367-III-2.3/01865,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2009,Multa,119274.12
2012,,06-367-III-2.3/01865,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F49 Bis-CIS0116,No contar con los sistemas automatizados para desarrollar las funciones establecidas en las disposiciones generales para determinar si una operación es inusualo preocupante.   ,140,140 Décimo Párrafo,31/12/2009,Multa,381698.22
2012,,06-367-III-2.3/01867,20/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"ZURICH VIDA, COMPAÑÍA DE SEGUROS, S.A.",S,82,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,73541.6
2012,,06-367-III-2.3/01867,20/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"ZURICH VIDA, COMPAÑÍA DE SEGUROS, S.A.",S,82,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2009,Multa,105216
2012,,06-367-III-2.3/01867,20/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"ZURICH VIDA, COMPAÑÍA DE SEGUROS, S.A.",S,82,F49 Bis-CIS0116,No contar con los sistemas automatizados para desarrollar las funciones establecidas en las disposiciones generales para determinar si una operación es inusualo preocupante.   ,140,140 Décimo Párrafo,31/12/2009,Multa,336800.8
2012,,06-367-III-2.3/01877,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC VIDA, S.A. DE C.V.",S,85,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,49855.32
2012,,06-367-III-2.3/01877,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC VIDA, S.A. DE C.V.",S,85,F49-CIS0079,No observar  una politica de identificación y conocimiento del cliente ,140,140  Décimo Párrafo,31/12/2009,Multa,89192.64
2012,,06-367-III-2.3/01877,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC VIDA, S.A. DE C.V.",S,85,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2009,Multa,111438.21
2012,,06-367-III-2.3/01877,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"HSBC VIDA, S.A. DE C.V.",S,85,F49 Bis-CIS0116,No contar con los sistemas automatizados para desarrollar las funciones establecidas en las disposiciones generales para determinar si una operación es inusualo preocupante.   ,140,140 Décimo Párrafo,31/12/2009,Multa,356665.38
2012,,06-367-III-2.3/01936,22/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"METLIFE MÉXICO, S.A.",S,34,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,30/09/2010,Multa,1220889.2
2012,,06-367-III-2.3/01936,22/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"METLIFE MÉXICO, S.A.",S,34,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,30/09/2010,Multa,133602.4
2010,,06-367-III-2.3/02066,18/02/2010,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"PROTECCIÓN AGROPECUARIA, COMPAÑÍA DE SEGUROS, S.A.",S,47,F49 Bis-CIS0095,No impartir cursos de capacitación al menos 1 vez al año,140,140 Décimo Párrafo,07/01/2009,Multa,159796.8
2012,,06-367-III-2.3/02374,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"SEGUROS INBURSA, S.A., GRUPO FINANCIERO INBURSA",S,22,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2009,Multa,147883.08
2012,,06-367-III-2.3/02568,28/02/2012,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"AXA SEGUROS, S.A. DE C.V.",S,48,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,31/12/2009,Multa,129054
2013,,06-367-III-2.3/02896,09/04/2013,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"PROTECCIÓN AGROPECUARIA, COMPAÑÍA DE SEGUROS, S.A.",S,47,F48 F48-CIS0130 CIS0130,,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,31/12/2010,Multa,0
2011,,06-367-III-2.3/02995,02/09/2011,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"PRINCIPAL SEGUROS, S.A. DE C.V., PRINCIPAL GRUPO FINANCIERO",S,45,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,01/12/2009,Multa,201006.4
2011,,06-367-III-2.3/03028,02/09/2011,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"PRINCIPAL PENSIONES, S.A. DE C.V., PRINCIPAL GRUPO FINANCIERO",P,907,F49-CIS0094,No integrar el Comite de Comunicación y Control conforme a lo previsto en las disposiciones y/o la designación del oficial de cumplimiento recaiga en un funcionario dependiente de las unidades de negocio de la institución que funja como auditor interno. ,140,140 Décimo Párrafo,01/12/2009,Multa,204732.8
2011,,06-367-III-2.3/03220,02/09/2011,DIRECCIÓN DE SUPERVISIÓN ESPECIALIZADA,"OLD MUTUAL LIFE, S.A. DE C.V.",S,88,F48-CIS0050,Por no adoptar las medidas para que la información y documentación contenida en los expedientes se mantenga actualizada,140 Cuarta y Décima de las disposiciones a que se refiere el artículo.,140 Décimo Párrafo,07/12/2009,Multa,42334.95
